id,transaction_date,amount,utr,invoice_id,customer,account
393ed0fa-2328-4b25-8a50-d912fc30db61,2023-10-12,2973.54,UTR21832434,INV-81448,Acme Inc,ACC-RECEIVABLE
d9869ef9-672b-4c05-9e14-f98e2f4058cb,2023-10-10,4805.5,UTR49906092,INV-63036,Tech Corp,ACC-RECEIVABLE
7aa6d29b-de13-4159-9268-e00d3cf1b402,2023-10-20,977.74,UTR36532950,INV-47634,Alpha Beta,ACC-RECEIVABLE
b70aba33-2046-4e2e-9af3-0cb9227e216b,2023-10-20,1821.7,UTR51388707,INV-93899,Tech Corp,ACC-RECEIVABLE
3202c7c2-e94c-4eb6-9778-1a5e8734983f,2023-10-09,4747.19,,INV-93254,Acme Inc,ACC-RECEIVABLE
dc6e2e7d-0bad-4a10-932c-2322f644dd66,2023-10-10,3665.57,UTR27120761,INV-41052,Tech Corp,ACC-RECEIVABLE
db4c2c6c-ed75-47c7-a940-2731f221654d,2023-10-19,4030.65,,INV-26753,Tech Corp,ACC-RECEIVABLE
40d6a0b7-34e4-490c-957d-238be27db45f,2023-10-19,3042.05,UTR50672919,INV-69959,Alpha Beta,ACC-RECEIVABLE
6e55cdf9-a93c-4d75-8bb9-61a5101f16a4,2023-10-01,4502.08,UTR66242268,INV-20759,Tech Corp,ACC-RECEIVABLE
ffd19214-2e42-4466-8017-8bc09ffccaa7,2023-10-17,922.96,UTR17493650,INV-36421,Acme Inc,ACC-RECEIVABLE
29191539-2ba2-4c8d-b5c8-dcac59e9385c,2023-10-16,4132.2,UTR58585957,INV-73716,Acme Inc,ACC-RECEIVABLE
a94f0e02-0d84-4cda-810e-4aeb65293138,2023-10-28,3099.27,,INV-20998,Global Solutions,ACC-RECEIVABLE
1213d641-5f52-4946-9031-e4b6763ea970,2023-10-09,1442.23,,INV-39336,Alpha Beta,ACC-RECEIVABLE
2985d0cd-2b70-4e3e-8683-d1128fcee180,2023-10-24,2112.75,UTR71437560,INV-55957,Omega LLC,ACC-RECEIVABLE
e357f7c2-0782-4a06-82e0-f4865f22f1fd,2023-10-22,2794.77,UTR22182788,INV-43413,Acme Inc,ACC-RECEIVABLE
6c0918ca-207b-4ede-a532-a6afb4d0cb36,2023-10-27,1354.78,UTR93844568,INV-62468,Global Solutions,ACC-RECEIVABLE
65664647-03e8-485c-a660-9882498ebb49,2023-10-15,3332.41,,INV-82145,Global Solutions,ACC-RECEIVABLE
19a6086f-51a5-4502-a8bc-c6a758ff17d5,2023-10-25,-725.93,UTR15124001,INV-27118,Acme Inc,ACC-RECEIVABLE
f0bfad9c-b056-4975-bf4b-d0319fb46d06,2023-10-19,1520.3,UTR27891601,INV-79419,Omega LLC,ACC-RECEIVABLE
a7737a6f-09f6-458d-a567-ffdc2d2e9fb4,2023-10-06,4043.25,,INV-31610,Acme Inc,ACC-RECEIVABLE
250047d5-188b-4952-8ab0-980bd0eb8f5a,2023-10-22,1727.28,UTR20300914,INV-83017,Global Solutions,ACC-RECEIVABLE
72bc6e4b-c8dd-4995-a38b-0613c5594e5f,2023-10-31,1610.6,UTR18863968,INV-56553,Omega LLC,ACC-RECEIVABLE
2a5653f2-a6a9-4f6f-9d0c-db8157d93b36,2023-10-29,4322.66,UTR79610015,INV-93009,Alpha Beta,ACC-RECEIVABLE
558eaf32-e56d-48c4-b4eb-81cc6f3feb8a,2023-10-21,1990.2,UTR64416378,INV-81649,Tech Corp,ACC-RECEIVABLE
1af92a86-d9f5-4e01-b080-8aad4417096f,2023-10-25,1933.88,UTR29143311,INV-55402,Acme Inc,ACC-RECEIVABLE
dfb6478a-8a5d-40a8-b20f-a13fb198d8c2,2023-10-06,554.74,,INV-71792,Tech Corp,ACC-RECEIVABLE
b0b812bf-3afe-43c9-b71e-9e980eb9a37b,2023-10-28,-4449.92,UTR55282807,INV-97170,Global Solutions,ACC-RECEIVABLE
9d6bc836-0ca3-4675-b914-4b0a116ca1bc,2023-10-19,1642.32,UTR54813482,INV-72045,Omega LLC,ACC-RECEIVABLE
d66f04f3-4386-414d-bbb6-246d149aa31a,2023-10-30,1906.42,UTR95085738,INV-89538,Alpha Beta,ACC-RECEIVABLE
405a1689-d49b-40aa-b780-ced621b7c6fc,2023-10-02,-3324.93,UTR65834228,INV-32998,Alpha Beta,ACC-RECEIVABLE
51465e1d-2d21-462d-89d6-2e9a487ce0ef,2023-10-06,4508.39,UTR49623364,INV-90159,Omega LLC,ACC-RECEIVABLE
22f88584-4870-4f7a-97ab-537784b24fa8,2023-10-14,2701.22,UTR53242342,INV-31291,Omega LLC,ACC-RECEIVABLE
8fa3e8d0-bf6b-4d2a-bb9f-3ed1f3795e08,2023-10-01,2668.18,UTR12335275,INV-87382,Alpha Beta,ACC-RECEIVABLE
10798c5b-3823-496d-b47e-ec25695f0169,2023-10-26,3934.78,UTR36867984,INV-20639,Alpha Beta,ACC-RECEIVABLE
f4cedd48-ad2c-47c3-92ef-fc830f336a3b,2023-10-06,3388.13,UTR38179568,INV-98451,Tech Corp,ACC-RECEIVABLE
02bc4eb6-11db-45fb-b659-352cdb07abf2,2023-10-18,2720.89,UTR58109308,INV-37863,Alpha Beta,ACC-RECEIVABLE
a2efb273-8eb2-4d84-ba74-fb18e1b9c815,2023-10-18,3120.78,UTR92751940,INV-27000,Alpha Beta,ACC-RECEIVABLE
0c05ab52-7c04-4ea0-be1d-4f42abe51ba0,2023-10-12,550.72,UTR73964391,INV-25350,Alpha Beta,ACC-RECEIVABLE
93e4c53c-3868-49d0-94b2-8df69e95259c,2023-10-18,593.05,UTR14523802,INV-34118,Alpha Beta,ACC-RECEIVABLE
83c5d5a8-935e-4eb8-b97c-8d3510db115f,2023-10-16,854.36,UTR33599121,INV-53791,Global Solutions,ACC-RECEIVABLE
f7c5ed1b-a70a-4cd3-8c55-fd58d65cf7c7,2023-10-11,793.42,UTR56450836,INV-62468,Alpha Beta,ACC-RECEIVABLE
4fbb9e16-6dc6-4f82-adc7-eb14d1324128,2023-10-28,3177.3,UTR27236336,INV-90321,Acme Inc,ACC-RECEIVABLE
6caef74c-8a1f-42ee-84df-2158d7a6c07a,2023-10-02,4688.21,UTR91562311,INV-64481,Alpha Beta,ACC-RECEIVABLE
497fc260-b529-4b50-bbd0-3fc764608138,2023-10-05,2066.7,UTR70865402,INV-80185,Omega LLC,ACC-RECEIVABLE
