id,transaction_date,amount,utr,invoice_id,customer,account
1a7a32bb-2aff-4027-bd6e-cbfc11e2f2ae,2023-10-16,4494.23,UTR98614273,INV-72164,Alpha Beta,ACC-RECEIVABLE
1a549935-f586-4562-a5b1-9d7de039d723,2023-10-05,4862.41,,INV-21069,Alpha Beta,ACC-RECEIVABLE
03ed50df-b37e-4648-bc1e-6852f10f7e7a,2023-10-25,4088.93,UTR46633335,INV-82014,Tech Corp,ACC-RECEIVABLE
af1cd8af-a51e-4d28-9fe9-42f2feb0a346,2023-10-17,4907.87,UTR36413866,INV-28060,Omega LLC,ACC-RECEIVABLE
3d14a88e-a9f4-4f7e-97b9-da84291af402,2023-10-25,1713.44,UTR24154010,INV-78749,Tech Corp,ACC-RECEIVABLE
d8082f1f-ca52-47c3-a5ab-684215bbbf53,2023-10-08,618.84,UTR60390366,INV-76797,Alpha Beta,ACC-RECEIVABLE
1d19c6e3-b577-4d1d-bded-e214181c9a51,2023-10-06,4083.75,UTR56724942,INV-76215,Alpha Beta,ACC-RECEIVABLE
29ed631c-304e-4fa7-8948-505773b275ef,2023-10-05,4687.14,UTR88782151,INV-86768,Alpha Beta,ACC-RECEIVABLE
dbec2e40-c7b2-4bd3-ae8f-847eed00785e,2023-10-04,1643.06,UTR46468436,INV-39618,Tech Corp,ACC-RECEIVABLE
92b6707d-e9da-4b61-9bd0-1b3572934c54,2023-10-02,2056.06,UTR50535555,INV-27660,Omega LLC,ACC-RECEIVABLE
